Family,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Myxococcaceae,,,,,,,,,,,,,,,,2.1e-05,1.9e-05,2.2e-05,1.8e-05,1.1e-05,1.02e-05,9.6e-06,8.6e-06,9.5e-06,9.9e-06
Myxosporea,,,,,,,,,,,,,,,,7e-06,1.7e-05,,,9e-06,1.55e-05,1.82e-05,1.85e-05,1.05e-05,1.64e-05
Myzostomatidae,,,,,,,,,,,,,,,,,,,,,,4e-07,,,
Myzostomida Pulvinomyzostomum messingi,,,,,,,,,,,,,,,,,,9e-06,,,5.6e-06,6.3e-06,5.9e-06,6.2e-06,5.4e-06
NB1-j,,,,,,,,,,,,,,,,1.9e-05,,,2.5e-05,1e-05,2.27e-05,2e-05,2.2e-05,2.19e-05,2.21e-05
NS11-12 marine group,,,,,,,,0.0004,0.0011,,0.00034,0.00028,0.00026,0.00033,0.0002,0.000317,0.000315,0.000291,0.00027,0.000259,0.0002894,0.0002866,0.0002867,0.0002994,0.0002962
NS7 marine group,,,,,,,,,,,,,,,,8.8e-05,6.6e-05,7.4e-05,8.7e-05,8.7e-05,5.11e-05,5.7e-05,5.69e-05,5.92e-05,5.65e-05
NS72,,,,,,,,,,,,,,,,,,,,,4e-07,,,,
NS9 marine group,,,,,,,,,,,0.00054,0.00058,0.00062,0.00041,0.00062,0.000506,0.000568,0.000527,0.000482,0.000491,0.0005106,0.0005044,0.0005132,0.0005062,0.0005112
Nakamurellaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,4e-07
Nannizziopsiaceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,,
Nannochoristidae,,,,,,,,,,,,,,,,,,,,,,4e-07,5e-07,8e-07,6e-07
Nannocystaceae,,,,,,,,,,,,,,,,2e-05,3.1e-05,2.8e-05,3.1e-05,2.7e-05,3.18e-05,2.95e-05,3.35e-05,3.05e-05,3.12e-05
Nanoarchaeaceae,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,4e-07,5e-07,4e-07
Nartheciaceae,,,,,,,,,,,,,,,,,,,,,,,1.91e-05,,
Nassariidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Natranaerovirgaceae,,,,,,,,,,,,,,,,3.4e-05,4e-05,1.8e-05,,3.7e-05,9.6e-06,7.4e-06,8.5e-06,8.8e-06,7.4e-06
Nautiliaceae,,,,,,,,,,,,,,,,,,,,,2.4e-06,2.2e-06,2.3e-06,2e-06,1.6e-06
Naviculaceae,,,,,,,,,,,,7e-05,,8e-05,,5.8e-05,2.4e-05,8.2e-05,6.3e-05,7.4e-05,8.03e-05,9.63e-05,9.5e-05,0.0001014,9.56e-05
Nebaliidae,,,,,,,,,,,,,,,,,,,,,1.6e-06,1.1e-06,6e-07,1.9e-06,9e-07
Neckeraceae,,,,,,,,,,,,,,,,,,,,,2e-07,5e-07,3e-07,2e-07,5e-07
Nectriaceae,,,,,,,,,,,,,,,,,,2e-06,,,1.2e-06,1.3e-06,9e-07,2e-06,1.1e-06
Neidiaceae,,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,
Neisseriaceae,,,,,,,,,,,,,,,,1.9e-05,9e-06,1.9e-05,1.6e-05,2.4e-05,3.44e-05,3.26e-05,3.4e-05,3.26e-05,3.46e-05
Nelumbonaceae,,,,,,,,,,,,,,,,2e-06,4e-06,2e-06,,6e-06,1.9e-06,4.8e-06,6.2e-06,4.2e-06,5.5e-06
Nemaliophycidae,,,,,,,,,,,,,,,,,,,,,2.2e-06,2e-07,,,2e-07
Nematoda environmental sample ,,,,,,,,,,,,,,,,,,,,,,1.6e-06,,2e-06,
Nemertodermatida,,,,,,,,,,,,,,,,,,,,,1.3e-06,,1.9e-06,,1.4e-06
Nemertodermatidae,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,3e-07,2e-07,4e-07
Nemopteridae,,,,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07
Nemouridae,,,,,,,,,,,,,,,,2e-06,,9e-06,1e-05,1.1e-05,1.05e-05,8.9e-06,1.04e-05,9.7e-06,9.7e-06
Neo-b11,,,,,,,,,,,,,,,,2e-06,,,,,,,2e-07,,
Neocallimastigaceae,,,,,,,,,,,,,,,,,,,,,3.8e-06,3.8e-06,3.7e-06,5.5e-06,2.3e-06
Neochloridaceae,,,,,,,,,,,,,,,,,1.1e-05,3e-06,,,4.9e-06,2.3e-06,2.2e-06,2.2e-06,5.3e-06
Neodiplogasteridae,,,,,,,,,,,8e-05,0.00011,5e-05,0.0001,4e-05,5.6e-05,5.2e-05,6.2e-05,5.4e-05,6.3e-05,6.57e-05,6.8e-05,6.35e-05,5.96e-05,6.63e-05
Neoechinorhynchidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Neotylenchidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Neovahlkampfiidae,,,,,,,,,,,,,,,,,,,,,2e-07,6e-07,2e-07,,2e-07
Nephroselmidaceae,,,,,,,,,,,,,,,,,,,,,2e-07,1.9e-06,6e-07,1.5e-06,
Nepidae,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,4e-07,2e-07,
Nesameletidae,,,,,,,,,,,,,,,,,,,,,,,8e-07,,
Neuroptera,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Nevskiaceae,,,,,,,,,,,,,,,,7e-06,1.2e-05,5e-06,,6e-06,7.3e-06,7.9e-06,7.9e-06,7.5e-06,7.3e-06
Nicoletiidae,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,,2e-07
Nicothoidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,
Niphatidae,,,,,,,,,,,,,,,,,,,,,,,4e-07,,2e-07
Nisaeaceae,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Nit5Au0613-695,,,,,,,,,,,,,,,,,,,,,7e-07,9e-07,1.1e-06,9e-07,8e-07
Nitidulidae,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,4e-07,,
Nitriliruptoraceae,,,,,,,,,,,,,,,,,3e-06,,,,1.9e-06,2.2e-06,2.1e-06,2.6e-06,1.5e-06
Nitrincolaceae,,,,,,0.0008,,0.0006,,,0.0001,0.00023,0.00015,0.00014,0.00015,8.7e-05,7.9e-05,0.000112,8.8e-05,8.3e-05,0.0001091,0.0001103,0.0001106,0.0001091,0.0001134
Nitrobacteraceae,,,,,,,,,,,,,,,,,,,,,,,,1.4e-06,
Nitrosococcaceae,,,,,,,,,,,,,,,,8e-06,1.9e-05,2.4e-05,,1.8e-05,1.33e-05,1.38e-05,1.39e-05,1.38e-05,1.49e-05
Nitrosomonadaceae,,,,,,,,,,,7e-05,7e-05,0.0001,,0.0001,9.6e-05,0.000115,8.2e-05,0.000102,9.2e-05,0.0001004,9.98e-05,0.0001003,0.0001031,0.0001001
Nitrosopumilaceae,,,,,,,,,,,,,,,,,,2e-06,2e-06,,1.6e-06,1.9e-06,1.5e-06,2e-06,1.7e-06
Nitrospinaceae,,,,,,,,,,,,,,,,4e-06,7e-06,4e-06,,4e-06,5.6e-06,4.7e-06,6.9e-06,5.9e-06,5.8e-06
Nitrospiraceae,,,,,,,,,,,8e-05,,8e-05,0.0001,0.00016,0.000147,0.000117,0.000133,0.000127,0.000131,0.0001334,0.0001297,0.0001319,0.0001268,0.0001292
Nocardiaceae,,,,,,,,,,,,,2e-05,,,2.4e-05,2.7e-05,1.8e-05,1.6e-05,1.6e-05,0.0001257,2.7e-05,2.93e-05,0.0001452,0.000137
Nocardioidaceae,,,,,,,,,,,7e-05,0.00026,0.00023,0.00017,9e-05,0.000163,0.000167,0.000191,0.000172,0.000197,0.0001561,0.0001555,0.0001575,0.0001634,0.0001625
Nocardiopsaceae,,,,,,,,,,,,,,,,2e-06,,2e-06,,2e-06,3.7e-06,4.8e-06,4.3e-06,4.9e-06,4.3e-06
Noctilucales,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.3e-06,2.1e-06,2e-06,1.3e-06
Noelaerhabdaceae,,,,,,,,,,,,,,,,,,,,,8e-07,6e-07,2e-07,3e-07,2e-07
Nogodinidae,,,,,,,,,,,,,,,,,,,,,3e-07,,3e-07,3e-07,
Nolellidae,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07,,5e-07,
Nonionidae,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,9e-07,2e-07,2e-07
Nostocaceae,,,,,,,,,,,,,,,,,,,,,2.1e-06,3.1e-06,2.5e-06,1.8e-06,3.7e-06
Notaeolidiidae,,,,,,,,,,,,,,,,,2e-06,,,,1.4e-06,1.2e-06,1.3e-06,1.3e-06,1e-06
Noteridae,,,,,,,,,,,,,,,,,,,,,9e-07,1e-06,1e-06,8e-07,4e-07
Notocomplanidae,,,,,,,,,,,,,,,,,,,,,,,3.8e-06,,4.2e-06
Notommatidae,,,,,,,,,,,,,,,,,,,,,1.1e-06,,3e-07,1.8e-06,
Notonemouridae,,,,,,,,,,,,,,,,,,,,,1.2e-06,1.2e-06,1e-06,7e-07,1.1e-06
Notoplanidae,,,,,,,,,,,,,,,,,,,,6e-06,2.2e-06,5.7e-06,1.7e-06,7.8e-06,4.6e-06
Notothyladaceae,,,,,,,,,,,,,,,,,,,,,,,,9e-07,
Novel Apicomplexa Class 1,,,,,,,,,,,,,,,,,,,,,2e-07,,3e-07,2e-07,3e-07
Novel Apicomplexa Class 2,,,,,,,,,,,,,,,,4e-06,,,,,1.9e-06,1.8e-06,9.4e-06,1e-06,2e-06
Novel Clade 10,,,,,,0.0009,0.0007,0.0009,0.0007,0.0014,0.00117,0.0011,0.00111,0.00124,0.00089,0.001155,0.0011,0.00104,0.001148,0.001185,0.0011074,0.0011219,0.0011045,0.0011049,0.0011164
Novel Clade 12,,,,,,,,,,,,,,,,,,,,,6.9e-06,8e-07,1.07e-05,1.54e-05,3.6e-06
Novel Clade 2,,,,,,,,,,,,,,,,4e-06,,3e-06,2e-06,,3.9e-06,4.8e-06,3.6e-06,3.5e-06,3.6e-06
Novel Clade 4,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Novel Clade Gran-3,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Novel Clade Gran-5,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Novel Clade Gran-6,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,3e-07,3e-07
Novispirillaceae,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.7e-06,1.6e-06,1.3e-06,1.7e-06
Nummulitidae,,,,,,,,,,,,,,,,,,2e-06,,,4e-07,6e-07,4e-07,7e-07,8e-07
Nycteribiidae,,,,,,,,,,,,,,,,,,,,,6e-06,5.9e-06,4.6e-06,5.9e-06,6.2e-06
Nyctotheridae,,,,,,,,,,,,,,,,,,,,,,,,,4e-07
Nymphaeaceae,,,,,,,,,,,,,,,,,,,,,1.2e-06,8e-07,7e-07,6e-07,1e-06
Nymphalidae,,,,,,,,,,,,,,,0.00015,,5.3e-05,7.6e-05,,,9.18e-05,8.77e-05,8.65e-05,8.64e-05,8.78e-05
OCS116 clade,,,,,,,,,,,,,,,,,,,,,1.6e-06,1.7e-06,1.4e-06,2.2e-06,2.9e-06
ODP1230B30.02 sediment group,,,,,,,,,,,,,,,2e-05,,,4e-06,,,1.7e-06,1.6e-06,1.6e-06,1.7e-06,1.8e-06
OLI51059,,,,,,,,,,,,,,,,,,,,,3e-07,,2e-07,,
OM1 clade,,,,,,,0.0003,,,,0.00015,0.00017,8e-05,0.00032,0.00016,0.000226,0.000211,0.000195,0.00021,0.000204,0.0002146,0.0002143,0.0002128,0.0002084,0.0002052
OM182 clade,,,,,,0.0006,,0.0003,,,0.00048,0.00043,0.0004,0.00024,0.00035,0.00032,0.000322,0.000305,0.000344,0.000332,0.0003339,0.0003305,0.0003267,0.0003293,0.0003354
OM190,,,,,,,,0.0003,,,0.0001,8e-05,3e-05,8e-05,0.00024,0.000113,0.000149,0.000108,0.000123,0.00011,0.0001377,0.0001328,0.0001349,0.000135,0.0001351
OPB41,,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,,
OPB56,,,,,,,,,,,,,,,,2e-06,6e-06,6e-06,8e-06,2e-06,7.5e-06,7.7e-06,7.1e-06,6.8e-06,7.7e-06
Obscuribacteraceae,,,,,,,,,,,,,,,,,,,3e-06,,4e-07,7e-07,5e-07,3e-07,4e-07
Oceanibaculaceae,,,,,,,,,,,,,,,,,,,,,2.6e-06,2.9e-06,2.9e-06,3.3e-06,2.9e-06
Oceanococcaceae,,,,,,,,,,,,,,,,,,,,,9e-07,1.2e-06,1.1e-06,6e-07,
Oceanospirillaceae,0.021,0.032,0.017,0.019,0.037,0.0222,0.0208,0.0196,0.0179,0.022,0.01999,0.01976,0.02061,0.0212,0.02145,0.019719,0.01984,0.019957,0.01996,0.020261,0.0197914,0.0197989,0.0199331,0.0198861,0.0198707
Ochrolechiaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Ochromonadaceae,,,,,,,,,,,,,,,,,,,,,7e-07,7e-07,4e-07,7e-07,1e-06
Octocorallia,,,,,,,,,,,,,,,,9e-06,8e-06,,,,7e-06,7.1e-06,6.1e-06,7.2e-06,6.4e-06
Octoknemaceae,,,,,,,,,,,,,,,,,,,,,,8e-07,,3e-07,1.2e-06
Oedogoniaceae,,,,,,,,,,,,,,,,,,,,,7e-07,8e-07,2e-07,1e-06,1.3e-06
Oedogoniomycetaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,2e-07
Oerstediidae,,,,,,,,,,,,,,,,,,,,,,,4e-07,,
Oestridae,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,,2e-07,4e-07
Oikopleuridae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Oithonidae,,,,,,,,,,,0.00014,9e-05,4e-05,0.00015,0.00013,0.000178,9.2e-05,0.000131,0.000131,0.000106,0.0001494,0.0001654,0.0001602,0.0001712,0.0001607
Olacaceae,,,,,,,,,,,,,,,,5e-06,,,,3e-06,2.1e-06,1.8e-06,2.4e-06,2e-06,1.5e-06
Oleaceae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Oleiphilaceae,,,,,,,,,,,0.00027,0.00033,,0.00042,8e-05,0.000291,0.000248,0.000292,0.000271,0.000308,0.0002757,0.0002707,0.0002754,0.0002722,0.0002764
Oligacanthorhynchida,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Oligacanthorhynchidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Oligochaeta,,,,,,,,,,,,,,,,1.5e-05,,3.9e-05,4e-05,3.7e-05,6.4e-06,4e-05,4.16e-05,4.9e-06,5.8e-06
Oligoflexaceae,,,,,,,,,,,0.00012,9e-05,8e-05,0.00012,0.00013,0.000101,0.0001,0.000105,0.000109,0.000115,0.0001157,0.0001146,0.0001183,0.0001199,0.000118
Oligoflexales,,,,,,,,,,,,,,,,,8e-06,1.4e-05,6e-06,8e-06,6.2e-06,7.2e-06,6.1e-06,7.7e-06,7.2e-06
Oligosphaeraceae,,,,,,,,,,,,,,,,,,,,,2.3e-06,3.1e-06,2.7e-06,2.7e-06,3.1e-06
Olpidiopsidaceae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Ommastrephidae,,,,,,,,,,,,,,,,,,,,,1.4e-06,1.4e-06,1.7e-06,1.8e-06,1.1e-06
Omnitrophaceae,,,,,,,,,,,,,,,,8e-06,4e-06,8e-06,,8e-06,6.9e-06,7.3e-06,6.5e-06,6.3e-06,7.3e-06
Omphalotaceae,,,,,,,,,,,9e-05,5e-05,9e-05,4e-05,4e-05,6.2e-05,4.8e-05,4.8e-05,6.9e-05,5.4e-05,5.59e-05,5.91e-05,5.88e-05,5.75e-05,5.7e-05
Onagraceae,,,,,,,,,,,,,,,,,,,,,3e-06,6.1e-06,2.7e-06,2.5e-06,2.5e-06
Onchidorididae,,,,,,,,,,,,,,,,,,2e-06,,,1.1e-06,7e-07,1.1e-06,6e-07,1e-06
Onychoteuthidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,3e-07
Onygenaceae,,,,,,,,,,,,,,,,,,,,,1.4e-06,2e-07,6e-07,4e-07,8e-07
Oocystaceae,,,,,,,,,,,,,,,,,,,,,1.7e-06,1.4e-06,1.1e-06,8e-07,9e-07
Opalinata,,,,,,,,,,,,,,,,,,,,,3e-07,8e-07,4e-07,1.2e-06,6e-07
Opalinea,,,,,,,,,,,,,,,,,,6e-06,,8e-06,3.5e-06,4.1e-06,4.5e-06,3.6e-06,3.9e-06
Ophiocordycipitaceae,,,,,,,,,,,,,,,,,,,,2e-06,3e-06,3.1e-06,2.9e-06,3.2e-06,2.4e-06
Ophiostomataceae,,,,,,,,,,,,,,,,5e-06,,5e-06,5e-06,4e-06,7.2e-06,7.5e-06,8.4e-06,7.8e-06,8.9e-06
Ophryocystidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,
Ophryoscolecidae,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Opiliaceae,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.2e-06,1.4e-06,1.6e-06,1.3e-06
Opiliones,,,,,,,0.0004,,,,,,,,,1.7e-05,1.5e-05,8.6e-05,5.8e-05,5.1e-05,7.28e-05,6.77e-05,6.29e-05,7.3e-05,6.3e-05
Opisthonectidae,,,,,,,,,,,,,,,,,,,,,,,,,1.4e-06
Opisthorchiidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Opitutaceae,,,,,,,,,,,,,,,,4e-06,2e-06,,4e-06,3e-06,5.9e-06,6.1e-06,4.9e-06,5.8e-06,5.2e-06
Oplophoridae,,,,,,,,,,,,,,,,,,,,,1.1e-06,9e-07,1.3e-06,1.6e-06,7e-07
Orbaceae,,,,,,,,,,,,,,,,5e-06,,,7e-06,,3.5e-06,2.9e-06,3.6e-06,3.5e-06,3.4e-06
Orbiliaceae,,,,,,,,,,,,,,,,,,,,,5e-07,6e-07,4e-07,6e-07,2e-07
Orbiniidae,,,,,,,,,,,,,,,,,,,,,,4e-07,4e-07,,
Orchidaceae,,,,,,,,,,,,,,,,,,,,,5.5e-06,5.9e-06,5.8e-06,5.2e-06,6.9e-06
Ornithinimicrobiaceae,,,,,,,,,,,,,,,,,,,,,,,1.4e-06,1e-06,9e-07
Orobanchaceae,,,,,,,,,,,,,,,,,,,,,,3e-07,4e-07,2e-07,3e-07
Orosphaeridae,,,,,,,,,,,,,,,,,0.000158,,,,7.85e-05,7.2e-05,7.42e-05,7.47e-05,7.41e-05
Ortheziidae,,,,,,,,,,,,,,,,,,,,,3e-07,,7e-07,4e-07,5e-07
Orthodonellidae,,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,3e-07,
Orussidae,,,,,,,,,,,,,,,,6e-06,4e-06,5e-06,4e-06,3e-06,4.3e-06,3.2e-06,3.7e-06,3.7e-06,5e-06
Oscarellidae,,,,,,,,,,,,,,,,,,3e-06,,,,4e-07,3e-07,3e-07,6e-07
Oscillatoriaceae,,,,,,,,,,,2e-05,,,,,1.1e-05,1.9e-05,1.6e-05,1.2e-05,1.3e-05,9.9e-06,1.13e-05,1.28e-05,1.21e-05,1.23e-05
Oscillospiraceae,,,,,,,,,,,,,,,,4e-06,,,,,1.11e-05,1.07e-05,1.3e-05,1.16e-05,1.15e-05
Ostracoda,,,,,,,,,,,,,,,,,,2e-06,,,4e-07,,4e-07,,
Ostreopsidaceae,,,,,,,,,,,,,,,,,,,,2e-06,5e-07,2e-07,2e-07,1.1e-06,4e-07
Oxalobacteraceae,,,,,,,,,,,,6e-05,,,,0.000111,0.000124,0.000106,0.000127,0.000133,0.0001319,0.0001414,0.0001388,0.0001391,0.0001368
Oxymonadida,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07,
Oxynoeidae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Oxyrrhinaceae,,,,,,,,,,,,,,,,,,,,,5e-07,,4e-07,6e-07,
Oxyrrhis,,,,,,,,,,,,,,,,,,2e-06,,,1e-06,1e-06,6e-07,2e-07,7e-07
Oxystominidae,,,,,,,,,,,,,,,,,,,,,,1.5e-06,,,1.4e-06
Oxytrichidae,,,,,,,,,,,,,,,,4e-06,,,5e-06,4e-06,3.8e-06,2.6e-06,2.4e-06,2.3e-06,2.6e-06
Oxyurida,,,,,,,,,,,,,3e-05,,,1.4e-05,2.2e-05,1.5e-05,2.2e-05,1.8e-05,1.72e-05,1.73e-05,1.64e-05,1.78e-05,1.72e-05
Oxyuridae,,,,,,,,,,,,,,,,,,,,2e-06,,5e-07,3e-07,2e-07,
P-102,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
P.palmC41,,,,,,,,,,,,,,,,2e-06,,2e-06,,,1.4e-06,2e-06,1.8e-06,2e-06,2.4e-06
P13-46,,,,,,,,,,,,,,,,,,,,,1e-06,9e-07,,1.1e-06,1.8e-06
P3OB-42,,,,,,,,,,,,,,,,8e-06,2e-06,4e-06,,7e-06,5.2e-06,6.4e-06,4.6e-06,6e-06,5.9e-06
P5D1-392,,,,,,,,,,,7e-05,6e-05,0.00011,0.00011,9e-05,8.4e-05,6.8e-05,8e-05,7.1e-05,9e-05,8.35e-05,8.56e-05,8.01e-05,8.43e-05,8.08e-05
PAUC26f,,,,,,,,,,,,,,,,6e-06,1e-05,1.4e-05,,8e-06,9.8e-06,1.06e-05,1.07e-05,1.1e-05,1.13e-05
PAUC43f marine benthic group,,,,,,,,,,,,,,,,1.6e-05,1.8e-05,1.6e-05,1.5e-05,1e-05,1.47e-05,1.39e-05,1.35e-05,1.36e-05,1.41e-05
PB19,,,,,,0.0007,0.0006,0.0006,0.0003,0.0009,0.0006,0.00066,0.0006,0.00058,0.00065,0.000578,0.000573,0.000565,0.000611,0.000581,0.0005625,0.0005731,0.0005612,0.0005569,0.0005591
PHOS-HE36,,,,,,,,,,,,,,,,,,,,,1.3e-06,1.4e-06,1.8e-06,2e-06,1.6e-06
PHOS-HE51,,,,,,,,,,,,,,,,,,,,,3e-06,4.1e-06,4.2e-06,4.3e-06,3.8e-06
PL-11B10,,,,,,,,,,,,,,,,,,,,,4e-07,,6e-07,,
PLTA13,,,,,,,,,,,,,,,,9e-06,6e-06,9e-06,,9e-06,4.9e-06,5.4e-06,4.8e-06,4.3e-06,5.5e-06
PS-B29,,,,,,,,,,,,,,,,,,,,,3e-07,5e-07,3e-07,1.1e-06,3e-07
PS1 clade,,,,,,,,,,,,,,,,,,,,,7e-07,6e-07,9e-07,7e-07,9e-07
Pachyneuridae,,,,,,,,,,,,,,,,,,,,,2.6e-06,,2.6e-06,,3.1e-06
Pachytroctidae,,,,,,,,,,,,,,,,5e-06,4e-06,4e-06,5e-06,4e-06,3.7e-06,3.5e-06,3.5e-06,3.8e-06,3.2e-06
Paenibacillaceae,,,,0.002,,0.0004,0.0003,0.0005,,0.0005,0.00021,0.00022,0.00025,0.00019,0.00029,0.000281,0.00031,0.000265,0.000253,0.00028,0.0002971,0.0002967,0.0003033,0.000295,0.0003081
Pagurapseudidae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Paguridae,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,2e-07,3e-07
Palaemonidae,,,,,,,,,,,,,,,,1.5e-05,1.1e-05,2.1e-05,1.6e-05,2.2e-05,1.44e-05,1.75e-05,1.45e-05,1.55e-05,1.47e-05
Palaeoheterodonta,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07,
Palaeonemertea,,,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,5e-07
Palinuridae,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Palmariaceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,4e-07,7e-07
Palmellopsidaceae,,,,,,,,,,,,,,,,,,,,,,,,,3e-07
Palmophyllaceae,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,6e-07,6e-07,2e-07
Palpata,,,,,,,0.0003,,,,0.00017,9e-05,0.00022,0.00018,0.00021,0.000368,0.000421,0.000246,0.000365,0.000337,0.0003298,0.0003795,0.000336,0.0003536,0.0003447
Paludibacteraceae,,,,,,,,,,,,,,,,,,,,,1.3e-06,9e-07,8e-07,1.5e-06,7e-07
Paludicellidae,,,,,,,,,,,,,,,,,,,,,,,,,3e-07
Panagrolaimidae,,,,,,,,,,,8e-05,8e-05,7e-05,9e-05,0.00013,9.6e-05,0.000106,0.000101,9.1e-05,0.0001,0.0001049,9.62e-05,8.99e-05,0.0001013,9.39e-05
Pandaceae,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,,2e-07
Papaveraceae,,,,,,,,,,,,,,,,,,,,,9e-07,7e-07,7e-07,6e-07,6e-07
Parabathynellidae,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Paracaedibacteraceae,,,,,,,,,,,,,,,,,,,,,3e-06,1e-06,2.4e-06,3.1e-06,1e-06
Parachlamydiaceae,,,,,,,,,,,,,,,0.00015,3e-05,4.8e-05,1.2e-05,4.2e-05,3.1e-05,4.91e-05,5.05e-05,4.61e-05,4.82e-05,5.45e-05
Paracoccaceae,0.004,0.023,0.02,0.015,0.017,0.0151,0.0154,0.0168,0.0171,0.0168,0.01121,0.01103,0.01163,0.01119,0.01188,0.011235,0.011275,0.01131,0.011188,0.011376,0.0112764,0.0112483,0.0112519,0.0112314,0.0112377
Paraisotrichidae,,,,,,,,,,,,,,,,,,,,2e-06,,1.8e-06,,,
Paraliaceae,,,,,,,,,,,0.00021,0.0003,0.00026,0.00024,0.00023,0.000279,0.000249,0.000256,0.000232,0.000249,0.0002593,0.0002635,0.0002575,0.0002647,0.0002563
Parameciidae,,,,,,,,,,,,,,,,,,,,,7e-07,5e-07,,5e-07,
Paranebaliidae,,,,,,,,,,,,,,,,,,,,,,3e-07,5e-07,5e-07,4e-07
Paraspirulinaceae,,,,,,,,,,,,,,,,9e-06,7e-06,,,8e-06,2.4e-06,1.6e-06,1.9e-06,2.3e-06,2e-06
Parastacidae,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,,8e-07,4e-07
Paratrimastigidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,3e-07
Parcubacteria,,,,,,,,,,,,,,,,,,,,,1.5e-06,1e-06,8e-07,1.2e-06,1.4e-06
Parmeliaceae,,,,,,,,,,,,,,,,,,,,,1e-06,1.8e-06,1.1e-06,5e-07,1.1e-06
Parodontellaceae,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,,
Parvibaculaceae,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Parviterribacteraceae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Parvularculaceae,,,,,,,,,,,,,,,,1.8e-05,1.7e-05,2.1e-05,1.4e-05,2.4e-05,1.88e-05,1.74e-05,1.9e-05,1.97e-05,1.7e-05
Pasiphaeidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
