Order,ocean_combined_1000_1,ocean_combined_1000_2,ocean_combined_1000_3,ocean_combined_1000_4,ocean_combined_1000_5,ocean_combined_10000_1,ocean_combined_10000_2,ocean_combined_10000_3,ocean_combined_10000_4,ocean_combined_10000_5,ocean_combined_100000_1,ocean_combined_100000_2,ocean_combined_100000_3,ocean_combined_100000_4,ocean_combined_100000_5,ocean_combined_1000000_1,ocean_combined_1000000_2,ocean_combined_1000000_3,ocean_combined_1000000_4,ocean_combined_1000000_5,ocean_combined_10000000_1,ocean_combined_10000000_2,ocean_combined_10000000_3,ocean_combined_10000000_4,ocean_combined_10000000_5
Rhizobiales,,,,,,0.0029,0.0006,,,0.0006,0.00138,0.00161,0.00155,0.00138,0.00141,0.001605,0.001673,0.001603,0.001529,0.001503,0.0015455,0.0015135,0.0015302,0.0014999,0.0015407
Rhizomastix,,,,,,,,,,,,,,,,,,,,,2e-07,2.4e-06,3.5e-06,,4e-07
Rhizophlyctidales,,,,,,,,,,,,,,,,,,,,,6e-07,,,,
Rhizophydiales,,,,,,,,,,,,,,,,,,,,,1.46e-05,1.26e-05,1.66e-05,1.23e-05,1.41e-05
Rhizosoleniales,,,,,,,,,,,,,,2e-05,,4.5e-05,3.1e-05,1.6e-05,3.6e-05,2.5e-05,2.72e-05,2.55e-05,2.57e-05,2.73e-05,2.46e-05
Rhizostomeae,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Rhodellales,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,5e-07,5e-07,4e-07
Rhodobacterales,0.015,0.023,0.02,0.037,0.017,0.025,0.0227,0.0255,0.0296,0.0232,0.02243,0.02206,0.02286,0.02206,0.02314,0.02129,0.021367,0.021485,0.021401,0.02144,0.021282,0.0212494,0.0212828,0.0212321,0.0211995
Rhodochaetales,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,3e-07,2e-07,2e-07
Rhodocyclales,,,,,,,,,,,,,,,,9.7e-05,0.000117,3.9e-05,0.000108,0.00012,0.0001251,0.0001176,0.0001199,0.000122,6.22e-05
Rhodospirillales,,,,,,0.0003,0.0002,,0.0004,0.0007,0.00079,0.00087,0.00098,0.00056,0.00057,0.001043,0.001022,0.000954,0.000994,0.001048,0.0010346,0.0010363,0.0010462,0.0010503,0.0010489
Rhodothermaceae,,,,,,0.0003,0.0005,,0.0005,0.0007,0.00044,0.00042,0.00046,0.00046,0.00045,0.000514,0.000618,0.00062,0.000634,0.000651,0.000593,0.0006078,0.0005961,0.0005688,0.0005841
Rhodothermales,,,,,,0.0003,,,,,7e-05,5e-05,7e-05,9e-05,7e-05,9.5e-05,7.5e-05,7.2e-05,8.4e-05,0.000104,8.32e-05,8.44e-05,8.34e-05,8.69e-05,8.46e-05
Rhodymeniales,,,,,,,,,,,,,,,,,,,,,8e-07,1.4e-06,,2e-07,1e-06
Rhynchonelliformea,,,,,,,,,,,,,,,,,,,,,,8e-07,8e-07,2e-07,4e-07
Rickettsiales,0.004,,,,,0.0027,0.0023,0.0014,0.002,0.0019,0.0026,0.00268,0.00248,0.0023,0.00331,0.002935,0.00278,0.003138,0.003028,0.002844,0.0029741,0.0029807,0.00305,0.0029865,0.0029742
Rosales,,,,,,,,,,,,,,,,1.6e-05,1.5e-05,2.2e-05,2.1e-05,1.6e-05,2.58e-05,2.4e-05,2.31e-05,2.51e-05,2.45e-05
Rotaliida,0.091,0.099,0.103,0.088,0.13,0.0871,0.0869,0.089,0.0923,0.0856,0.08729,0.08602,0.08758,0.08718,0.08759,0.085829,0.085744,0.085754,0.085534,0.085416,0.0852786,0.0852943,0.085278,0.085198,0.085165
Rs-M47,,,,,,,,,,,,,,,,,,8e-06,,,2.7e-06,1.8e-06,3.5e-06,2.8e-06,3.6e-06
Rubrobacterales,,,,,,,,,,,,,,,,1.7e-05,1.7e-05,3e-06,2.6e-05,6e-06,1.99e-05,1.92e-05,1.72e-05,1.94e-05,1.95e-05
Run-SP154,,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,9e-07,
Russulales,,,,,,,,,,,,,,0.0002,0.00021,8.5e-05,0.000157,0.000136,5.4e-05,0.00019,0.0001023,0.0001144,0.000108,0.000114,0.0001084
S-70,,,,,,,,,,,,,5e-05,,3e-05,1.8e-05,2.2e-05,2.1e-05,1.9e-05,1.6e-05,1.76e-05,1.9e-05,1.88e-05,1.96e-05,1.96e-05
S-BQ2-57 soil group,,,,,,,,,,,,,,,,,,5e-06,,,1.1e-06,8e-07,1.1e-06,9e-07,1.1e-06
S085,,,,,,,,,,,,,,,,,,,,,,,,4e-07,
S15A-MN16,,,,,,,,,,,,,,,,,,,3e-06,,7e-07,6e-07,8e-07,9e-07,7e-07
SAR11 clade,,,,,,0.0005,,,,0.0003,0.00071,0.00075,0.00037,0.00073,0.00048,0.000578,0.000624,0.000614,0.000613,0.000639,0.0006711,0.0006555,0.0006845,0.000651,0.0006872
SAR202 clade,,,,,,,,,,,,,,,,,,,,,1.9e-06,2e-06,2.3e-06,1.9e-06,2.4e-06
SAR324 clade(Marine group B),,,,,,,,,,,,,,,,3.4e-05,1.1e-05,2.7e-05,1.1e-05,2.7e-05,3.03e-05,3.03e-05,2.93e-05,2.92e-05,3.18e-05
SAR86 clade,,,0.002,,,0.0005,0.0004,,,0.0004,0.00032,0.0004,0.00046,0.00029,0.00038,0.000367,0.000295,0.00032,0.000312,0.000332,0.0003207,0.0003139,0.000317,0.0003171,0.0003162
SBR1031,,,,,,,,,,,,,,,,5e-06,8e-06,5e-06,4e-06,1.1e-05,9.5e-06,1.02e-05,1.02e-05,1.11e-05,1.06e-05
SC-I-84,,,,,,,,,,,,,,,,,,,,,4e-07,9e-07,6e-07,4.2e-06,1.4e-06
SCM37C52,,,,,,,,,,,,,,,,,,,,,9e-07,9e-07,1e-06,1e-06,1e-06
SGUH624,,,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07
SGUH942,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
SHA-43,,,,,,,,,,,,,,,,,3.8e-05,1.7e-05,1.3e-05,1.8e-05,6.1e-06,2.77e-05,6.6e-06,1.56e-05,1.69e-05
SHBZ1548,,,,,,,,,,,,,,,,,,,,,,1.6e-06,2.3e-06,1.9e-06,1.5e-06
SJA-15,,,,,,,,,,,,,,,,,,,,,,,,,5e-07
SJA-28,,,,,,,,,,,,,,,,,,,,,,6e-07,6e-07,,
SL56 marine group,,,,,,,,,,,,,,,,,,,,,5e-07,5e-07,,5e-07,8e-07
SS1-B-02-17,,,,,,,,,,,,,,3e-05,,1.3e-05,1.1e-05,2e-06,2.3e-05,1.6e-05,2.15e-05,2.24e-05,2.71e-05,2.36e-05,2.25e-05
ST-12K10A,,,,,,,,,,,,,,,,,,,,,8e-07,8e-07,8e-07,9e-07,7e-07
SZB50,,,,,,,,,,,,,,,,,,,,,3.2e-06,,,,3e-06
Saccharimonadales,,,,,,,,,,,,,,,,9e-06,6e-06,3e-06,,,2.5e-06,2.6e-06,3.4e-06,3.3e-06,2.8e-06
Saccharomycetales,,,,,,,0.0016,0.0015,0.0013,0.0017,0.0012,0.00122,0.001,0.00147,0.0012,0.001015,0.000985,0.000964,0.001043,0.00102,0.0010137,0.0010048,0.0010214,0.0010166,0.0010168
Saccharomycetes,,,,,,,,,,,,,,,,4e-06,1.6e-05,1.2e-05,9e-06,5e-06,1.32e-05,1.59e-05,1.34e-05,1.43e-05,1.41e-05
Saccharomycodales,,,,,,,,,,,,,,,,,3e-06,3e-06,,,1.3e-06,1.8e-06,3e-06,1.8e-06,1.1e-06
Sakaguchia oryzae   ,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,,
Salinisphaerales,,,,,,0.0009,0.0012,0.002,,0.0017,0.00086,0.0009,0.00093,0.001,0.00087,0.00085,0.000841,0.000859,0.000852,0.000776,0.0008178,0.0008214,0.0008196,0.0008318,0.0008404
Salpingoecidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,2e-07
Salviniales,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Santalales,,,,,,,,,,,,,,,,5.1e-05,5.5e-05,5.7e-05,6.8e-05,7.2e-05,6.9e-05,6.73e-05,6.32e-05,7e-05,6.85e-05
Sapindales,,,,,,,,,,,,,,,,1e-05,9e-06,1.2e-05,4.3e-05,2.2e-05,2.45e-05,2.42e-05,2.44e-05,2.61e-05,2.39e-05
Saprolegniales,,,,,,,,,,,,,,,,,,,,,,,1.6e-06,6e-07,
Saprospirales,,,,,,,,,,,0.00023,0.00021,0.00012,0.00017,7e-05,0.000207,0.000256,0.000261,0.000218,0.000261,0.0002428,0.0002487,0.0002334,0.0002317,0.0002374
Savoryellales,,,,,,,,,,,,,,,,,,2e-06,2e-06,,,,2e-07,,
Saxifragales,,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,,
Schekmanbacteria,,,,,,,,,,,,,,,,,,,,,2.6e-06,2.7e-06,2.1e-06,7e-07,2.1e-06
Schizosaccharomycetales,,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,
Schizosaccharomycetes,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,3e-07,,5e-07
Scleractinia,,,,,,,,,,,,,,,,,,,,,1.15e-05,3.7e-06,2.8e-06,4.3e-06,8e-06
Sebacinales,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Sebdeniales,,,,,,,,,,,,,,,,,,2e-06,,,3e-07,2e-07,8e-07,1e-06,
Seguenziida,,,,,,,,,,,,,,,,4e-06,,,,,8e-07,1e-06,9e-07,1.4e-06,1.1e-06
Selaginellales,,,,,,,,,,,,,,,,,,,,,1.8e-06,,2e-07,1.7e-06,
Selenomonadales,,,,,,,,,,,5e-05,,3e-05,2e-05,2e-05,4e-05,3.6e-05,4.6e-05,3e-05,3.7e-05,7.3e-05,6.48e-05,6.65e-05,7.38e-05,7.07e-05
Semaeostomeae,,,,,,,0.0006,,,,0.00044,0.00036,0.00042,0.00027,0.00042,0.00048,0.000453,0.000504,0.000511,0.000481,0.0004777,0.0004804,0.000478,0.0004781,0.0004765
Senoma,,,,,,,,,,,,,,,,,,,,,3e-07,,5e-07,4e-07,
Septobasidiales,,,,,,,,,,,,,,,,2e-06,2e-06,,,2e-06,1.6e-06,1.8e-06,1.2e-06,1.5e-06,2.2e-06
Sericytochromatia,,,,,,,,,,,,,,3e-05,,1.6e-05,2e-05,2.8e-05,2e-05,1.5e-05,2.04e-05,1.85e-05,1.98e-05,2.05e-05,2.09e-05
Serinales,,,,,0.002,0.0017,0.0019,0.0027,0.0012,0.0015,0.00134,0.00142,0.00135,0.0014,0.0017,0.001395,0.001415,0.001388,0.001455,0.001395,0.0014289,0.001416,0.0014227,0.0014099,0.0014359
Sessilida,,,,,,,,,,,0.0002,0.00026,0.00025,0.00024,0.00032,0.000283,0.000253,0.00026,0.000281,0.000247,0.0002757,0.0002638,0.0002649,0.000265,0.0002745
Sh765B-AG-111,,,,,,,,,,,,,,,,,,,2e-06,,1.6e-06,1.5e-06,1.5e-06,2.6e-06,1.7e-06
Silvanigrellales,,,,,,,,,,,0.00012,9e-05,8e-05,0.00012,0.0001,7.6e-05,9.7e-05,8.8e-05,9e-05,9.9e-05,9.13e-05,9.34e-05,9.49e-05,9.6e-05,9.39e-05
Siphonaptera,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Siphonostomatoida,,,,,,,,,,,,,,,,,,3.4e-05,2.1e-05,,1.29e-05,1.14e-05,1.47e-05,1.38e-05,1.77e-05
Sneathiellales,,,,,,,,,,,,,,,,2.1e-05,2.9e-05,1.8e-05,2.4e-05,2.3e-05,1.97e-05,2.32e-05,2.27e-05,2.3e-05,2.36e-05
Solanales,0.03,0.025,0.029,0.019,0.033,0.0228,0.0226,0.021,0.0256,0.0239,0.02211,0.0223,0.0211,0.02244,0.02152,0.022218,0.022224,0.022613,0.022395,0.022495,0.0224708,0.0225582,0.0225584,0.0224748,0.0224813
Solanum lycopersicum (tomato)  ,,,,,,,,,,,,,,,,,,,,,1.8e-06,2e-06,2.4e-06,2e-06,3e-07
Solanum melongena (eggplant)  ,,,,,,,,,,,,,,,,,,,,,1e-06,1.3e-06,1e-06,1e-06,1e-06
Solemyida,,,,,,,,,,,,,,,,,,,,,,,2.7e-06,,
Solibacterales,,,,,,,,,,,0.00013,0.0001,0.00011,5e-05,6e-05,9e-05,8.4e-05,0.000105,7.5e-05,9.6e-05,0.0001131,0.0001123,0.0001106,0.0001112,0.0001131
Solifugae,,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07
Solirubrobacterales,,,,,,,,,,,,,,6e-05,9e-05,7.8e-05,9.4e-05,0.000114,7.8e-05,7.6e-05,8.45e-05,8.3e-05,8.41e-05,8.44e-05,8.11e-05
Sordariales,,,,,,,,0.0017,,,0.00103,0.00072,0.00079,0.00069,0.00066,0.000807,0.000776,0.000826,0.000781,0.000797,0.0008186,0.0008242,0.0008147,0.0008274,0.0008158
Sordariomycetes,,,,,,,,,,,,,6e-05,5e-05,,3.6e-05,5.5e-05,2.6e-05,4.1e-05,3.2e-05,4.61e-05,4.27e-05,4.33e-05,4.33e-05,4.35e-05
Sorghum bicolor (sorghum)  ,,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07
Sorogenida,,,,,,,,,,,,,,,,,,,,,3e-07,2e-07,3e-07,,3e-07
Sphacelariales,,,,,,,,,,,,,,,,,,,,,,,,5e-07,
Sphaeropleales,,,,,,,,,,,,,,,,,1.4e-05,3e-06,,,1.91e-05,1.48e-05,1.4e-05,1.57e-05,1.95e-05
Sphagnales,,,,,,,,,,,4e-05,5e-05,,,0.0001,5.8e-05,5.5e-05,6.4e-05,5.5e-05,6.5e-05,5.23e-05,4.9e-05,4.87e-05,5.21e-05,4.97e-05
Sphingobacteriales,,,,,,0.0011,0.0013,0.0015,0.0025,0.001,0.00192,0.00173,0.00191,0.00166,0.00179,0.002151,0.001971,0.002101,0.002065,0.001956,0.0022644,0.002219,0.0022355,0.0022661,0.00227
Sphingomonadales,,,0.002,,,0.0059,0.0046,0.0055,0.0073,0.0036,0.00499,0.0049,0.00395,0.00429,0.00435,0.00445,0.004425,0.004282,0.004419,0.004138,0.004397,0.0043791,0.004378,0.0043749,0.0044276
Spionida,,,,,,,,,,,,,,,,,,,,,,2e-07,3e-07,,8e-07
Spirochaetales,,,,,,,,0.0002,,,5e-05,0.0001,0.00012,5e-05,,0.000353,0.000134,0.000209,0.000193,0.000136,0.0002658,0.0002573,0.0003766,0.0003807,0.0002524
Spirotrichea,,,,,,,,,,,9e-05,0.00012,,0.00012,0.0001,0.000125,0.000146,0.000127,0.000127,0.00016,0.0001433,0.0001385,0.0001491,0.0001351,0.0001459
Spirulinales,,,,,,,,,,,,,,,,,5e-06,,1e-05,,7.9e-06,8e-06,9.5e-06,8.1e-06,8.9e-06
Spizellomycetales,,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,
Sporadotrichida,,,,,,,,,,,,,,,,4e-06,,,5e-06,4e-06,3.8e-06,2.6e-06,2.4e-06,2.3e-06,2.6e-06
Sporichthyales,,,,,,,,,,,,,,,,1.1e-05,,,,,7.1e-06,6.6e-06,8.4e-06,6.6e-06,8e-06
Sporidiobolales,,,,,,,,,,,,,,,,2.4e-05,1.8e-05,1.6e-05,1.3e-05,3.3e-05,2.62e-05,2.61e-05,2.3e-05,2.71e-05,7.4e-06
Sporolithales,,,,,,,,,,,,,,,,,,,,,6e-07,3e-07,2e-07,2e-07,2e-07
Spumellaria,,,,,,,,,,,,,,,,,0.000158,,,,7.93e-05,7.22e-05,7.49e-05,7.47e-05,7.43e-05
Squamata,,,,,,,,,,,,,,,,,,,,,4e-07,3e-07,,2e-07,
Stemonitida,,,,,,,,,,,,,,,,7e-06,4e-06,1e-05,5e-06,7e-06,8.9e-06,9.1e-06,9.6e-06,8.4e-06,9.5e-06
Stephanodiscales,,,,,,,,,,,,4e-05,,2e-05,,3e-06,9e-06,3e-06,8e-06,7e-06,1.54e-05,1.81e-05,3.58e-05,1.32e-05,2.82e-05
Stephanoecidae,,,,,,,,,,,,,,,,,,,,,,2e-07,,,
Steroidobacterales,,,,,,,,,,,,,,,,,,,,,1.5e-06,1.3e-06,1e-06,1.1e-06,1.3e-06
Stichotrichida,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,4e-07,
Stolidobranchia,,,,,,,,,,,,,,,,,5.8e-05,4.5e-05,6.9e-05,3.2e-05,5.1e-05,5.16e-05,3.17e-05,2.97e-05,3.47e-05
Strepsiptera,,,,,,,,,,,,,,,,,,,,,,6e-07,3e-07,4e-07,
Streptomycetales,,,,0.004,,,,,,,0.00025,0.00039,0.00055,0.00029,0.00049,0.000428,0.000483,0.000409,0.000434,0.00044,0.0005078,0.0004635,0.0005184,0.0005519,0.0005333
Streptosporangiales,,,,,,,,,,,,,,,,1.7e-05,3e-06,6e-06,,6e-06,2.12e-05,2.22e-05,2.01e-05,2.16e-05,2.14e-05
Stylommatophora,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Stylonematales,,,,,,,,,,,,,,,,,,,,,2e-07,,,,
Subgroup 10,,,,,,,,,,,,,,,,1.7e-05,7e-06,9e-06,8e-06,1.1e-05,1.28e-05,1.6e-05,1.15e-05,1.23e-05,1.14e-05
Subgroup 17,,,,,,,,,,,,,,,,8e-06,,,1e-05,1e-05,3.9e-06,3.8e-06,4.3e-06,3.4e-06,4.5e-06
Subgroup 18,,,,,,,,,,,,,,,,,,,,,1e-06,1.2e-06,6e-07,9e-07,1e-06
Subgroup 21,,,,,,,,,,,,,,,,1e-05,8e-06,7e-06,1.4e-05,,8e-06,9.2e-06,7.8e-06,8.4e-06,7.5e-06
Subgroup 22,,,,,,,,,,,,,,,,6e-06,5e-06,8e-06,2.7e-05,1.4e-05,1.72e-05,2.02e-05,2.01e-05,1.48e-05,1.95e-05
Subgroup 23,,,,,,,,,,,,,,,,,,,,,1.2e-06,2e-07,1e-06,1e-06,1.7e-06
Subgroup 26,,,,,,,,,,,,,,,,1.1e-05,,9e-06,1.1e-05,1.7e-05,9.3e-06,8.9e-06,7.6e-06,9.3e-06,9.2e-06
Subgroup 7,,,,,,,,,,,,,,,,,,,2e-06,,1.6e-06,1.8e-06,1.3e-06,1.4e-06,1.5e-06
SubsectionI,,,,,,,,,,,5e-05,4e-05,5e-05,8e-05,5e-05,6.1e-05,7.4e-05,6.6e-05,7.5e-05,8e-05,7.73e-05,7.84e-05,7.75e-05,8.15e-05,7.78e-05
SubsectionII,,,,,,,,,0.0002,,,,,4e-05,6e-05,3.9e-05,4.5e-05,3.6e-05,3.8e-05,3.7e-05,4.8e-05,4.63e-05,4.68e-05,4.64e-05,4.5e-05
SubsectionIII,,,,,,,,,,,,,,,,8e-06,2.8e-05,8e-06,1e-05,1.7e-05,3.7e-05,4.09e-05,3.8e-05,4.33e-05,3.5e-05
SubsectionIV,,,,,,,,,,,,,,,,8e-06,3e-06,6e-06,8e-06,1e-05,1.58e-05,1.36e-05,1.29e-05,1.34e-05,1.14e-05
SubsectionV,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Suessiales,,,,,,,,,,,,,,,,,,3e-06,,2e-06,2.4e-06,3e-06,3e-06,2.9e-06,3.1e-06
Sulfobacillales,,,,,,,,,,,,,,,,,,,,,,,,,4e-07
Sulfolobales,,,,,,,,,,,,,,,,,8e-06,,,,5.1e-06,5.1e-06,3.8e-06,5.9e-06,4.1e-06
Sumerlaeales,,,,,,,,,,,,,,,,,3e-06,,,,1.1e-06,7e-07,8e-07,1e-06,6e-07
Surirellales,,,,,,,,,,,,,,,,,,,2e-06,,2e-07,7e-07,5e-07,7e-07,4e-07
Sva0071,,,,,,,,,,,,,,2e-05,,5.4e-05,4.6e-05,4.9e-05,5.3e-05,4.6e-05,3.94e-05,3.55e-05,3.61e-05,3.69e-05,3.98e-05
Sva0485,,,,,,,,,,,,,,3e-05,,5.9e-05,6e-05,6.1e-05,5e-05,5e-05,6.8e-05,6.48e-05,6.26e-05,6.55e-05,6.41e-05
Sva1033,,,,,,,0.0004,0.0008,,,0.00025,0.00027,0.00025,0.00023,0.00024,0.000213,0.00021,0.0002,0.000187,0.000198,0.0002039,0.0001886,0.0001974,0.0001947,0.0001948
Synchytriales,,,,,,,,,,,,,,,,2e-05,,,,,1.01e-05,1.23e-05,9.4e-06,1.17e-05,7.8e-06
Syndiniales,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
Synechococcales,,,,,,,,,,,0.00013,4e-05,7e-05,6e-05,6e-05,0.000104,0.000116,9.5e-05,0.000127,0.000122,0.0001057,9.86e-05,0.0001078,0.0001032,0.000101
Synergistales,,,,,,,,,,,,,,,,4e-06,,2e-06,8e-06,2e-06,1.08e-05,1.12e-05,1.19e-05,1.22e-05,1.13e-05
Synhymeniida,,,,,,,,,,,,,,,,,,,,,,4e-07,2e-07,3e-07,
Syntrophales,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,,2e-07
Syntrophobacterales,,,,,,,,,,,3e-05,0.00014,0.00019,0.00011,0.00025,0.000132,0.000112,0.000132,0.000112,0.000117,0.0001116,0.0001086,0.0001167,0.0001116,0.0001134
Synurales,,,,,,,,,,,,,,,,,,,,,1.8e-06,2e-07,,2e-07,
T2WK15B57,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
TRA3-20,,,,,,,,,,,,,,,,,,,,,1.6e-06,2.1e-06,1.4e-06,1.9e-06,1e-06
TSCOR001-H18,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
TV001-27,,,,,,,,,,,,,,,,,,,,,,,,,2e-07
TX1A-33,,,,,,,,,,,,,,,,,,,,,5e-07,4e-07,6e-07,,7e-07
Tanaidacea,,,,,,,,,,,,,,,,,,,,,4e-07,,,,2e-07
Taphrinales,,,,,,,,,,,,,,,,,3e-06,,,,9e-07,1.3e-06,1.1e-06,1e-06,1.1e-06
Teleostei,,,,,,,,,,,,,,,,,,,,,,3e-07,3e-07,2e-07,3e-07
Telonemida,,,,,,,,,,,,,,,,,,,,,,2e-07,,2e-07,2e-07
Teloschistales,,,,,,,,,,,,,,,,,,2e-06,,,5e-07,1e-06,6e-07,1.5e-06,7e-07
Tenderiales,,,,,,,,,,,,,,,,,,,,,3.8e-06,2.2e-06,3.4e-06,3e-06,2.9e-06
Tepidisphaerales,,,,,,,,,,,,,,2e-05,,2.6e-05,1.7e-05,1.8e-05,2.6e-05,2.9e-05,3.21e-05,3.13e-05,3.05e-05,2.75e-05,3.15e-05
Terebratulida,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Terrestrial Miscellaneous Gp(TMCG),,,,,,,,,,,,,,,,,,,,,1.9e-06,1e-06,1.1e-06,2e-06,1.4e-06
Terriglobales,,,,,,,,,,,,,,,,6e-06,7e-06,1.2e-05,1.4e-05,9e-06,1.82e-05,1.42e-05,1.48e-05,1.52e-05,1.84e-05
Terrimicrobiales,,,,,,,,,,,,,,,,,,,,,8e-07,,8e-07,,9e-07
Testudines,,,,,,,,,,,,,,,,,,,,,6e-07,5e-07,1e-06,4e-07,5e-07
Tetractinellida,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,
Tetramerocerata,,,,,,,,,,,,,,,,,,,,,,,1.6e-06,2.6e-06,2.4e-06
Tetraphidales,,,,,,,,,,,,,,,,,,2e-06,2e-06,,6e-07,9e-07,3e-07,4e-07,1.8e-06
Tetraphyllidea,,,,,,,,,,,,,,,,,,,,,,2e-07,2e-07,2e-07,
Teuthida,,,,,,,,,,,,,,,,,,,,5e-06,2.1e-06,3.4e-06,2.4e-06,3.4e-06,3.1e-06
Textulariida,,,,,,,,,,,,,,,,,,,,,8e-07,7e-07,1.4e-06,,
Thalassionemales,,,,,,,,,,,,,,,,,,,,,,,2e-07,,
Thalassiophysales,,,,,,,,,,,,,,,,3e-06,2.8e-05,,4.9e-05,3e-05,4.09e-05,3.39e-05,2.2e-06,3.97e-05,7.5e-06
Thalassiosirales,,,,,,,,,,,,,,,,4.7e-05,2.9e-05,3.1e-05,6.8e-05,3.3e-05,3.02e-05,5.38e-05,5.28e-05,5.6e-05,3.91e-05
Thalassobaculales,,,,,,,,,,,,,,,,,,,,,6.5e-06,6.7e-06,6.4e-06,6.8e-06,5.9e-06
Thaumatomonadida,,,,,,,,,,,,,,,,1.8e-05,,,1.3e-05,,1.45e-05,1.24e-05,1.41e-05,1.51e-05,1.34e-05
Thelebolales,,,,,,,,,,,,,,,,,,,2e-06,,6e-07,4e-07,2e-07,7e-07,4e-07
Thermales,,,,,,,,,,,,,,,,1.7e-05,8e-06,1.5e-05,1.7e-05,1.2e-05,1.67e-05,1.61e-05,1.71e-05,1.55e-05,1.75e-05
Thermoactinomycetales,,,,,,,,,,,,,,,,,,,,,,6e-07,,7e-07,
Thermoanaerobacterales,,,,,,,,,,,,3e-05,,,,9e-06,7e-06,,6e-06,8e-06,1.02e-05,9e-06,8.2e-06,8.7e-06,9e-06
Thermoanaerobaculales,,,,,,,,,,,6e-05,,,9e-05,,8.2e-05,6.9e-05,7.8e-05,6.2e-05,7.2e-05,4.73e-05,4.79e-05,4.39e-05,4.78e-05,4.74e-05
Thermococcales,,,,,,,,,,,,,,,,,,,,,1.3e-06,6e-07,5e-07,7e-07,8e-07
Thermodesulfobacteriales,,,,,,,,,,,,,,,,,,,,,4e-07,6e-07,5e-07,4e-07,6e-07
Thermoflexales,,,,,,,,,,,,,,,,,,,,,,,,2e-07,
Thermogemmatisporales,,,,,,,,,,,,,,,,,,4e-06,2e-06,,1.9e-06,1.9e-06,1.9e-06,1.5e-06,1.8e-06
Thermomicrobiales,,,,,,,,,,,,,,,,3e-06,2e-06,,7e-06,,2.5e-06,2.4e-06,1.8e-06,2.3e-06,2.7e-06
Thermoplasmatales,,,,,,0.0003,0.0002,,,,9e-05,0.00015,6e-05,0.00018,0.00014,0.000354,0.000298,0.00028,0.000334,0.000295,0.0003986,0.0004061,0.000403,0.0004076,0.0004066
Thermoproteales,,,,,,,,,,,,,,,,4e-06,4e-06,1e-05,3e-06,7e-06,9.4e-06,1.01e-05,1.11e-05,9.4e-06,1.05e-05
Thermotogales,,,,,,,,,,,,,,,,2e-06,2e-06,,,,2e-06,3.2e-06,2.9e-06,3e-06,3.6e-06
Thiohalomonadales,,,,,,,,,,,,,,,,,,,,,,3e-07,,,
Thiohalorhabdales,,,,,,,,,,,,,,,,4.1e-05,,2.7e-05,3.2e-05,4.5e-05,2.94e-05,2.66e-05,2.57e-05,2.61e-05,2.84e-05
Thiomicrospirales,,,,,,,,,,,,,,,,4.5e-05,4.5e-05,3.7e-05,3.6e-05,4.9e-05,3.58e-05,3.57e-05,3.54e-05,3.67e-05,3.44e-05
Thiotrichales,,,,,,,,,,,0.00042,0.00048,0.00051,0.00025,0.00036,0.00042,0.000437,0.000396,0.000421,0.000402,0.0004979,0.0004766,0.0004573,0.0004454,0.0004508
Thoracosphaerales,,,,,,,,,,,,,,,,,,,,,2e-07,,4e-07,,
Thraustochytrida,,,,,,,,,,,3e-05,3e-05,2e-05,5e-05,,4.7e-05,1.6e-05,2.4e-05,2.9e-05,4.4e-05,4.59e-05,3.09e-05,4.8e-05,3.06e-05,4.48e-05
Thysanoptera,,,,,,,,,,,,,,,,2e-06,,,,,3.2e-06,2.3e-06,2.7e-06,2.8e-06,4.9e-06
Tintinnida,,,,,,,,,,,,,,,,,,,,,7e-07,1.2e-06,1e-06,1.3e-06,6e-07
Tissierellales,,,,,,,,,,,,,,,,,,,,,3.2e-06,4.2e-06,4.9e-06,3.7e-06,2.9e-06
